Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2),Time (s),X (rad/s),Y (rad/s),Z (rad/s),Time (s),X (µT),Y (µT),Z (µT)
1.317435875,-0.3594026184,9.620045013,1.130748596,1.339912875,0.006837772671,0.05794934556,0.0230396688,1.339912875,6.291503906,-44.02633667,-15.06695557
1.327426875,-0.3576063538,9.664352875,1.039139099,1.349903875,-0.02045030706,0.04052401707,0.0167929586,1.349903875,6.291503906,-44.02633667,-15.06695557
1.337416875,-0.3478765869,9.711504822,0.9626481628,1.359894875,-0.0493174307,0.01254394371,0.00546919927,1.359894875,6.349060059,-44.07011414,-15.10725403
1.347407875,-0.3426374817,9.741891632,0.8863069153,1.369884875,-0.0769328177,0.007093784399,-0.01314469799,1.369884875,6.412353516,-44.18569946,-15.16268921
1.357398875,-0.3806584167,9.68366272,0.8190966797,1.379875875,-0.076256603,-0.0005290154368,-0.01568414085,1.379875875,6.423950195,-44.1697998,-15.12190247
1.367388875,-0.3212319946,9.642947388,0.8358618164,1.389865875,-0.05231265351,0.00874917116,-0.007900521159,1.389865875,6.486755371,-44.13323975,-15.04058838
1.377379875,-0.2574645996,9.660910034,0.910556488,1.399856875,-0.01450502872,0.02753215842,-0.005306116305,1.399856875,6.340087891,-43.99232483,-15.08267212
1.387369875,-0.3442840576,9.663305054,1.073268127,1.409846875,0.0324755311,0.04584458843,0.002443416044,1.409846875,6.504760742,-43.88536072,-15.16600037
1.397360875,-0.3519181824,9.704319763,1.278790741,1.419837875,0.0682323277,0.06121988595,0.01204874925,1.419837875,6.353637695,-43.98701477,-15.09817505
1.407350875,-0.3483256531,9.784103851,1.314865723,1.429827875,0.08895278722,0.07380332053,0.01843021438,1.429827875,6.319213867,-43.95239258,-15.20704651
1.417341875,-0.4237687683,9.796827393,1.236877899,1.439818875,0.09352394938,0.06178148091,0.02000946365,1.439818875,6.2890625,-43.83711243,-15.07548523
1.427331875,-0.4715194702,9.794432373,1.147513733,1.449808875,0.08849750459,0.04573886842,0.0184840057,1.449808875,6.315063477,-43.9042511,-14.95472717
1.437322875,-0.444276123,9.775870972,1.046473846,1.459799875,0.08262249082,0.03338383883,0.01575091109,1.459799875,6.41619873,-43.89598083,-15.10018921
1.447312875,-0.3722758484,9.708061981,0.9213340759,1.469789875,0.0778876543,0.0354424566,0.009784631431,1.469789875,6.397949219,-43.97709656,-15.14941406
1.457303875,-0.3240760803,9.646839294,0.8936416626,1.479780875,0.06897019595,0.03878438845,0.004989499226,1.479780875,6.38873291,-43.86985779,-14.91029358
1.467293875,-0.2799179077,9.644893341,0.9360035706,1.489770875,0.05528314412,0.0241673626,0.00284671993,1.489770875,6.410095215,-43.94596863,-14.83096313
1.477284875,-0.2495310974,9.646539917,0.9385482788,1.499761875,0.02895477042,-0.004517897964,0.00533352606,1.499761875,6.526672363,-44.02537537,-14.92727661
